X,Y,OBJECTID,GlobalID,CreationDate,Creator,EditDate,Editor,case_number,crime_category,crime_code,crime_description,crime_type,reported_block_address,city_of_incident,city,district,reported_date,reported_year,reported_month,reported_day,reported_hour,reported_dayofwk,latitude,longitude,agency,updated_date
-78.634405076,35.7880286050001,572233,9dd18ace-a191-4b36-affe-24ee6791b844,2020/03/12 04:00:34.510+00,RaleighGIS,2020/03/12 04:00:34.510+00,RaleighGIS,P20013637,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,500 BLOCK N PERSON ST,RALEIGH,RALEIGH,Downtown,2020/03/11 14:44:00+00,2020,3,11,10,Wednesday,35.7880286050001,-78.634405076,RPD,2020/03/12 02:37:19.763+00
-78.578735931,35.8728325110001,572234,08e99c62-5ae6-4071-820b-d592b0ec9de9,2020/03/12 04:00:34.510+00,RaleighGIS,2020/03/12 04:00:34.510+00,RaleighGIS,P20013639,VANDALISM,80B,All Other/Damage to Property (minor),,6400 BLOCK CAPITAL BLVD,RALEIGH,RALEIGH,Northeast,2020/03/11 15:03:00+00,2020,3,11,11,Wednesday,35.8728325110001,-78.578735931,RPD,2020/03/11 20:09:32.827+00
-78.592026163,35.870091818,572235,2cefb68c-9fc3-4b97-bbba-871984317771,2020/03/12 04:00:34.510+00,RaleighGIS,2020/03/12 04:00:34.510+00,RaleighGIS,P20013642,LARCENY FROM MV,35G,Larceny/Theft of MV Parts-Accessories,CRIMES AGAINST PROPERTY,6500 BLOCK MERIDIEN DR,RALEIGH,RALEIGH,North,2020/03/11 15:39:00+00,2020,3,11,11,Wednesday,35.870091818,-78.592026163,RPD,2020/03/11 17:23:13.280+00
-78.611037084,35.7766157890001,572236,9ed57a71-5cc0-4035-80cd-b695d3cecc92,2020/03/12 04:00:34.510+00,RaleighGIS,2020/03/12 04:00:34.510+00,RaleighGIS,P20013646,DRUGS,54C,Drug Violation/Felony,CRIMES AGAINST SOCIETY,1900 BLOCK POOLE RD,RALEIGH,RALEIGH,Southeast,2020/03/11 16:01:00+00,2020,3,11,12,Wednesday,35.7766157890001,-78.611037084,RPD,2020/03/11 20:25:56.030+00
-78.626940555,35.826738123,572237,ed826b32-1764-45fd-9eb1-ccf7a1e840ba,2020/03/12 04:00:34.510+00,RaleighGIS,2020/03/12 04:00:34.510+00,RaleighGIS,P20013648,VANDALISM,80B,All Other/Damage to Property (minor),,3100 BLOCK RUSHWORTH DR,RALEIGH,RALEIGH,North,2020/03/11 16:05:00+00,2020,3,11,12,Wednesday,35.826738123,-78.626940555,RPD,2020/03/11 16:30:51.600+00
-78.602793549,35.780863551,572238,30edf442-c1ab-4ed9-af9a-19ff55c1576a,2020/03/12 04:00:34.510+00,RaleighGIS,2020/03/12 04:00:34.510+00,RaleighGIS,P20013667,DRUGS,54D,Drug Violation/Misdemeanor,CRIMES AGAINST SOCIETY,100 BLOCK CLARENDON CRES,RALEIGH,RALEIGH,Southeast,2020/03/11 13:11:00+00,2020,3,11,9,Wednesday,35.780863551,-78.602793549,RPD,2020/03/11 19:38:32.923+00
-78.655452978,35.7955767170001,572239,55969640-0bbd-427d-8509-1a5532c78120,2020/03/12 04:00:34.510+00,RaleighGIS,2020/03/12 04:00:34.510+00,RaleighGIS,P20013669,LARCENY,35D,Larceny/Theft from Building,CRIMES AGAINST PROPERTY,800 BLOCK WOODBURN RD,RALEIGH,RALEIGH,Southwest,2020/03/11 16:37:00+00,2020,3,11,12,Wednesday,35.7955767170001,-78.655452978,RPD,2020/03/11 18:41:24.517+00
-78.617016008,35.734165352,572240,b847828a-708f-48ff-8055-addc90a026f4,2020/03/12 04:00:34.510+00,RaleighGIS,2020/03/12 04:00:34.510+00,RaleighGIS,P20013671,ASSAULT,25F,Assault/Intimidation-Communicating Threats,CRIMES AGAINST PERSONS,1300 BLOCK UJAMAA DR,RALEIGH,RALEIGH,Southeast,2020/03/11 17:29:00+00,2020,3,11,13,Wednesday,35.734165352,-78.617016008,RPD,2020/03/11 20:51:22.347+00
-78.582898415,35.83463685,572241,55c0373d-8c24-430e-8cf2-8cc31393ccbb,2020/03/12 04:00:34.510+00,RaleighGIS,2020/03/12 04:00:34.510+00,RaleighGIS,P20013676,ASSAULT,25E,Assault/Simple,CRIMES AGAINST PERSONS,3900 BLOCK CAPITAL BLVD,RALEIGH,RALEIGH,North,2020/03/11 17:42:00+00,2020,3,11,13,Wednesday,35.83463685,-78.582898415,RPD,2020/03/11 20:19:14.950+00
-78.6448819249999,35.7333183100001,572242,a6baa0e4-70b0-43d1-8b3f-d0f2f523b089,2020/03/12 04:00:34.510+00,RaleighGIS,2020/03/12 04:00:34.510+00,RaleighGIS,P20013678,LARCENY FROM MV,35F,Larceny/Theft from Motor Vehicle,CRIMES AGAINST PROPERTY,3200 BLOCK DURHAM DR,RALEIGH,RALEIGH,Downtown,2020/03/11 17:50:00+00,2020,3,11,13,Wednesday,35.7333183100001,-78.6448819249999,RPD,2020/03/11 19:41:43.529+00
-78.579243026,35.8952241000001,572243,99536955-9c91-4760-b5a3-2a5c7bd0e01a,2020/03/12 04:00:34.510+00,RaleighGIS,2020/03/12 04:00:34.510+00,RaleighGIS,P20013679,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,8300 BLOCK CAMP DURANT RD,RALEIGH,RALEIGH,Northeast,2020/03/11 18:21:00+00,2020,3,11,14,Wednesday,35.8952241000001,-78.579243026,RPD,2020/03/11 20:16:19.913+00
-78.5914466739999,35.7702293730001,572246,23a68896-b3b4-45a3-8d33-8c3d89c70d2d,2020/03/12 04:00:34.510+00,RaleighGIS,2020/03/12 04:00:34.510+00,RaleighGIS,P20013682,LARCENY FROM MV,35F,Larceny/Theft from Motor Vehicle,CRIMES AGAINST PROPERTY,600 BLOCK ASHFORD ST,RALEIGH,RALEIGH,Southeast,2020/03/11 17:33:00+00,2020,3,11,13,Wednesday,35.7702293730001,-78.5914466739999,RPD,2020/03/12 02:43:37.689+00
-78.61213936,35.836638556,572247,0f875a79-387d-42b9-8f7d-516b9cceef12,2020/03/12 04:00:34.510+00,RaleighGIS,2020/03/12 04:00:34.510+00,RaleighGIS,P20013689,LARCENY,35C,Larceny/Shoplifting,CRIMES AGAINST PROPERTY,1700 BLOCK NEW HOPE CHURCH RD,RALEIGH,RALEIGH,North,2020/03/11 19:25:00+00,2020,3,11,15,Wednesday,35.836638556,-78.61213936,RPD,2020/03/11 22:00:55.830+00
-78.7512445879999,35.927960522,572248,e0a27db6-3b8d-41a5-81e8-e53b0a4c5882,2020/03/12 04:00:34.510+00,RaleighGIS,2020/03/12 04:00:34.510+00,RaleighGIS,P20013692,VANDALISM,80B,All Other/Damage to Property (minor),,5600 BLOCK CROSSFIELD DR,RALEIGH,RALEIGH,Northwest,2020/03/11 19:06:00+00,2020,3,11,15,Wednesday,35.927960522,-78.751244588,RPD,2020/03/11 21:26:36.667+00
-78.7476448149999,35.7853676140001,572249,cbaab6a6-a59d-4425-aa68-9916875625a3,2020/03/12 04:00:34.510+00,RaleighGIS,2020/03/12 04:00:34.510+00,RaleighGIS,P20013697,FRAUD,56C,Fraud/ID Theft,CRIMES AGAINST PROPERTY,6400 BLOCK CANARY FALLS LN,RALEIGH,RALEIGH,Southwest,2020/03/11 20:01:00+00,2020,3,11,16,Wednesday,35.7853676140001,-78.7476448149999,RPD,2020/03/11 21:02:55.233+00
-78.737712774,35.885619933,572251,1da0fc72-e572-4f44-8246-a874c42ff6bb,2020/03/12 04:00:34.510+00,RaleighGIS,2020/03/12 04:00:34.510+00,RaleighGIS,P20013699,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,8200 BLOCK ROWLOCK WAY,RALEIGH,RALEIGH,Northwest,2020/03/11 20:01:00+00,2020,3,11,16,Wednesday,35.885619933,-78.737712774,RPD,2020/03/12 01:54:30.720+00
-78.6374953869999,35.775538586,572252,ad351ea4-8c22-43a8-b436-c165aa7e54ef,2020/03/12 04:00:34.510+00,RaleighGIS,2020/03/12 04:00:34.510+00,RaleighGIS,P20013700,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,100 BLOCK E DAVIE ST,RALEIGH,RALEIGH,Downtown,2020/03/11 20:48:00+00,2020,3,11,16,Wednesday,35.775538586,-78.6374953869999,RPD,2020/03/12 03:38:53.400+00
-78.634609256,35.771921223,572254,7f3597ab-642b-4ced-80b3-f65df1cd30a9,2020/03/12 04:00:34.510+00,RaleighGIS,2020/03/12 04:00:34.510+00,RaleighGIS,P20013706,LARCENY FROM MV,35F,Larceny/Theft from Motor Vehicle,CRIMES AGAINST PROPERTY,700 BLOCK ELLINGTON ST,RALEIGH,RALEIGH,Downtown,2020/03/11 21:07:00+00,2020,3,11,17,Wednesday,35.771921223,-78.634609256,RPD,2020/03/12 02:46:51.129+00
-78.696358572,35.756040913,572255,4798e2d6-4de9-470b-b97e-a1558634a621,2020/03/12 04:00:34.510+00,RaleighGIS,2020/03/12 04:00:34.510+00,RaleighGIS,P20013707,BURGLARY/RESIDENTIAL,30B,Burglary/Residential,CRIMES AGAINST PROPERTY,1600 BLOCK NESFIELD PL,RALEIGH,RALEIGH,Southwest,2020/03/11 20:42:00+00,2020,3,11,16,Wednesday,35.756040913,-78.696358572,RPD,2020/03/12 01:03:49.783+00
-78.646733298,35.773184492,572256,2be1bdcb-5f17-4119-bf6d-4c00681f4e99,2020/03/12 04:00:34.510+00,RaleighGIS,2020/03/12 04:00:34.510+00,RaleighGIS,P20013710,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,500 BLOCK W LENOIR ST,RALEIGH,RALEIGH,Downtown,2020/03/11 21:09:00+00,2020,3,11,17,Wednesday,35.773184492,-78.646733298,RPD,2020/03/12 02:48:32.027+00
-78.6924473459999,35.7746137460001,572259,b95d653a-c42d-4d66-b617-1892c7494347,2020/03/12 04:00:34.510+00,RaleighGIS,2020/03/12 04:00:34.510+00,RaleighGIS,P20013726,VANDALISM,80B,All Other/Damage to Property (minor),,4200 BLOCK KAPLAN DR,RALEIGH,RALEIGH,Southwest,2020/03/11 21:31:00+00,2020,3,11,17,Wednesday,35.7746137460001,-78.6924473459999,RPD,2020/03/12 00:05:37.647+00
-78.568551494,35.8117867060001,572260,3b0151e0-eefe-4caf-9d0f-2edc9cdcb8f2,2020/03/12 04:00:34.510+00,RaleighGIS,2020/03/12 04:00:34.510+00,RaleighGIS,P20013730,LARCENY FROM MV,35F,Larceny/Theft from Motor Vehicle,CRIMES AGAINST PROPERTY,4100 BLOCK TENSITY DR,RALEIGH,RALEIGH,Northeast,2020/03/11 22:25:00+00,2020,3,11,18,Wednesday,35.8117867060001,-78.568551494,RPD,2020/03/12 00:54:48.329+00
-78.680052414,35.889665993,572261,a2da4afb-2d59-40af-a796-a87b91491cf6,2020/03/12 04:00:34.510+00,RaleighGIS,2020/03/12 04:00:34.510+00,RaleighGIS,P20013734,LARCENY FROM MV,35F,Larceny/Theft from Motor Vehicle,CRIMES AGAINST PROPERTY,2500 BLOCK HOWARD RD,RALEIGH,RALEIGH,Northwest,2020/03/11 23:30:00+00,2020,3,11,19,Wednesday,35.8896659930001,-78.680052414,RPD,2020/03/12 03:49:26.640+00
-78.680052414,35.889665993,572262,96d02ee4-db04-4084-bf27-a224d0377d73,2020/03/12 04:00:34.510+00,RaleighGIS,2020/03/12 04:00:34.510+00,RaleighGIS,P20013734,VANDALISM,80B,All Other/Damage to Property (minor),,2500 BLOCK HOWARD RD,RALEIGH,RALEIGH,Northwest,2020/03/11 23:30:00+00,2020,3,11,19,Wednesday,35.8896659930001,-78.680052414,RPD,2020/03/12 03:49:26.640+00
-78.606707517,35.865722388,572264,3b0482dc-cc07-4864-8640-ea17729ec42a,2020/03/12 04:00:34.510+00,RaleighGIS,2020/03/12 04:00:34.510+00,RaleighGIS,P20013753,LARCENY FROM MV,35F,Larceny/Theft from Motor Vehicle,CRIMES AGAINST PROPERTY,1900 BLOCK SPRING FOREST RD,RALEIGH,RALEIGH,North,2020/03/12 00:49:00+00,2020,3,11,20,Wednesday,35.8657223880001,-78.606707517,RPD,2020/03/12 02:25:52.577+00
,,572267,a47da4f0-e286-4dad-8387-828893da7cf3,2020/03/12 04:00:34.510+00,RaleighGIS,2020/03/12 04:00:34.510+00,RaleighGIS,,ASSAULT,25N,Child Abuse/Simple,CRIMES AGAINST PERSONS,,,RALEIGH,North,2020/03/11 06:16:00+00,2020,3,11,2,Wednesday,0,0,RPD,2020/03/11 11:26:19.540+00
,,572288,52458e89-9e27-457b-a280-a2b84af71d0f,2020/03/12 04:00:34.510+00,RaleighGIS,2020/03/12 04:00:34.510+00,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,North,2020/03/11 04:13:00+00,2020,3,11,0,Wednesday,0,0,RPD,2020/03/11 17:00:11.660+00
,,572289,0b7f4be7-aef8-4195-b206-82439f1a935b,2020/03/12 04:00:34.510+00,RaleighGIS,2020/03/12 04:00:34.510+00,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,North,2020/03/11 12:06:00+00,2020,3,11,8,Wednesday,0,0,RPD,2020/03/11 14:18:17.263+00
,,572290,df243e68-6a35-4cdb-af40-abb760586039,2020/03/12 04:00:34.510+00,RaleighGIS,2020/03/12 04:00:34.510+00,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,North,2020/03/11 12:41:00+00,2020,3,11,8,Wednesday,0,0,RPD,2020/03/11 16:57:33.567+00
,,572294,056dad66-1987-4333-ad71-a8c79aa2e6db,2020/03/12 04:00:34.510+00,RaleighGIS,2020/03/12 04:00:34.510+00,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,Northwest,2020/03/12 02:06:00+00,2020,3,11,22,Wednesday,0,0,RPD,2020/03/12 02:32:58.517+00
,,572297,359cfb40-c093-4654-be8c-794dea1d0b9b,2020/03/12 04:00:34.510+00,RaleighGIS,2020/03/12 04:00:34.510+00,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,Southeast,2020/03/11 18:29:00+00,2020,3,11,14,Wednesday,0,0,RPD,2020/03/11 21:26:14.607+00
,,572298,69fa71ad-b397-4758-af26-ecf109cade1b,2020/03/12 04:00:34.510+00,RaleighGIS,2020/03/12 04:00:34.510+00,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,Southeast,2020/03/11 23:53:00+00,2020,3,11,19,Wednesday,0,0,RPD,2020/03/12 02:25:10.353+00
,,572308,01c7672e-5f22-489b-9019-260bafd3e8c4,2020/03/12 04:00:34.510+00,RaleighGIS,2020/03/12 04:00:34.510+00,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,Southwest,2020/03/11 23:23:00+00,2020,3,11,19,Wednesday,0,0,RPD,2020/03/12 03:44:38.097+00
,,572312,fc7c3827-d538-48c1-b1f4-5ffbd5bcadb8,2020/03/12 04:00:34.510+00,RaleighGIS,2020/03/12 04:00:34.510+00,RaleighGIS,,MISCELLANEOUS,81E,Miscellaneous/Lost Property,,,,RALEIGH,North,2020/03/11 21:35:00+00,2020,3,11,17,Wednesday,0,0,RPD,2020/03/11 23:48:40.183+00
,,572313,eb85379b-c40e-4e3e-9316-ce2d15ffe6c0,2020/03/12 04:00:34.510+00,RaleighGIS,2020/03/12 04:00:34.510+00,RaleighGIS,,MISCELLANEOUS,81E,Miscellaneous/Lost Property,,,,RALEIGH,Northwest,2020/03/11 19:18:00+00,2020,3,11,15,Wednesday,0,0,RPD,2020/03/11 19:54:24.237+00
,,572316,172f781e-0afb-4b25-a231-21bd6beef9d7,2020/03/12 04:00:34.510+00,RaleighGIS,2020/03/12 04:00:34.510+00,RaleighGIS,,MISCELLANEOUS,81F,Miscellaneous/Mental Commitment,,,,RALEIGH,Northwest,2020/03/11 15:44:00+00,2020,3,11,11,Wednesday,0,0,RPD,2020/03/12 02:46:10.277+00
,,572317,3354ddf3-312c-488b-8429-efe52da16186,2020/03/12 04:00:34.510+00,RaleighGIS,2020/03/12 04:00:34.510+00,RaleighGIS,,MISCELLANEOUS,81F,Miscellaneous/Mental Commitment,,,,RALEIGH,Northwest,2020/03/11 17:02:00+00,2020,3,11,13,Wednesday,0,0,RPD,2020/03/12 03:37:17.467+00
,,572319,b2f1b48b-e738-47f1-b1f8-2f2f0a6b29fd,2020/03/12 04:00:34.510+00,RaleighGIS,2020/03/12 04:00:34.510+00,RaleighGIS,,MISCELLANEOUS,81F,Miscellaneous/Mental Commitment,,,,RALEIGH,Southeast,2020/03/11 19:25:00+00,2020,3,11,15,Wednesday,0,0,RPD,2020/03/12 00:47:38.527+00
,,572320,b6ef9f1b-ddd2-4413-81ef-12a5cb54d4ce,2020/03/12 04:00:34.510+00,RaleighGIS,2020/03/12 04:00:34.510+00,RaleighGIS,,MISCELLANEOUS,81F,Miscellaneous/Mental Commitment,,,,RALEIGH,Southeast,2020/03/11 20:20:00+00,2020,3,11,16,Wednesday,0,0,RPD,2020/03/11 23:53:47.110+00
,,572325,ca8a2d0f-8eeb-4443-836f-4ccb0482cd0a,2020/03/12 04:00:34.510+00,RaleighGIS,2020/03/12 04:00:34.510+00,RaleighGIS,,MISCELLANEOUS,81J,Miscellaneous/Overdose,,,,RALEIGH,North,2020/03/11 21:26:00+00,2020,3,11,17,Wednesday,0,0,RPD,2020/03/11 23:09:33.289+00
,,572326,aea11fba-afe1-41de-8685-5d5c70686819,2020/03/12 04:00:34.510+00,RaleighGIS,2020/03/12 04:00:34.510+00,RaleighGIS,,MISCELLANEOUS,81J,Miscellaneous/Overdose,,,,RALEIGH,Southwest,2020/03/11 23:09:00+00,2020,3,11,19,Wednesday,0,0,RPD,2020/03/12 02:56:57.737+00
,,572332,bc27c549-d644-4a6e-9667-729caf9cce57,2020/03/12 04:00:34.510+00,RaleighGIS,2020/03/12 04:00:34.510+00,RaleighGIS,,SEX OFFENSES,17D,Sex Offense/Forcible Fondling,CRIMES AGAINST PERSONS,,,RALEIGH,Northeast,2020/03/11 11:07:00+00,2020,3,11,7,Wednesday,0,0,RPD,2020/03/11 17:38:22.070+00
-78.586404508,35.849461369,572801,ad160352-8290-4c35-b7c6-6020dcbae735,2020/03/17 04:00:35.271+00,RaleighGIS,2020/03/17 04:00:35.271+00,RaleighGIS,P20014571,ALL OTHER OFFENSES,80A,All Other/All Other Offenses,,2800 BLOCK E MILLBROOK RD,RALEIGH,RALEIGH,North,2020/03/16 16:32:00+00,2020,3,16,12,Monday,35.849461369,-78.586404508,RPD,2020/03/16 17:35:42.943+00
-78.696053578,35.846892041,572839,857bc29b-5cea-474a-868a-d2e878c45ac2,2020/03/17 04:00:35.271+00,RaleighGIS,2020/03/17 04:00:35.271+00,RaleighGIS,P20014665,LARCENY FROM MV,35F,Larceny/Theft from Motor Vehicle,CRIMES AGAINST PROPERTY,4500 BLOCK BAYMAR DR,RALEIGH,RALEIGH,Northwest,2020/03/16 23:42:00+00,2020,3,16,19,Monday,35.846892041,-78.696053578,RPD,2020/03/17 01:21:19.217+00
-78.652672824,35.749332254,573018,99f01743-4006-4092-9402-4129dc51c469,2020/03/19 15:36:44.355+00,RaleighGIS,2020/03/19 15:36:44.355+00,RaleighGIS,P20014702,LARCENY FROM MV,35F,Larceny/Theft from Motor Vehicle,CRIMES AGAINST PROPERTY,500 BLOCK GRANITE ST,RALEIGH,RALEIGH,Southwest,2020/03/17 06:32:00+00,2020,3,17,2,Tuesday,35.749332254,-78.652672824,RPD,2020/03/17 18:24:16.523+00
-78.5354074109999,35.734190402,573025,2863d090-5dfb-433d-b3b3-4ea03958793e,2020/03/18 04:00:45.633+00,RaleighGIS,2020/03/18 04:00:45.633+00,RaleighGIS,P20014712,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,3400 BLOCK KERNSTOWN DR,RALEIGH,RALEIGH,Southeast,2020/03/17 11:22:00+00,2020,3,17,7,Tuesday,35.734190402,-78.5354074109999,RPD,2020/03/17 14:37:53.677+00
-78.59367374,35.8038113850001,573026,5e2786ff-30fd-4ca2-900e-82aa5ca90524,2020/03/19 15:36:44.355+00,RaleighGIS,2020/03/19 15:36:44.355+00,RaleighGIS,P20014715,FRAUD,56C,Fraud/ID Theft,CRIMES AGAINST PROPERTY,1900 BLOCK BRENTMOOR DR,RALEIGH,RALEIGH,Northeast,2020/03/17 11:42:00+00,2020,3,17,7,Tuesday,35.8038113850001,-78.59367374,RPD,2020/03/18 16:35:13.929+00
-78.613686978,35.754364342,573027,4b913abb-b57c-49d6-a840-58f8ebe1950e,2020/03/19 15:36:44.355+00,RaleighGIS,2020/03/19 15:36:44.355+00,RaleighGIS,P20014716,FRAUD,56C,Fraud/ID Theft,CRIMES AGAINST PROPERTY,1600 BLOCK CROSS LINK RD,RALEIGH,RALEIGH,Southeast,2020/03/17 11:46:00+00,2020,3,17,7,Tuesday,35.754364342,-78.613686978,RPD,2020/03/18 16:45:01.460+00
-78.726760384,35.8019756780001,573029,4554423d-4f72-4ffc-99f9-7a54f4d4b662,2020/03/19 15:36:44.355+00,RaleighGIS,2020/03/19 15:36:44.355+00,RaleighGIS,P20014721,FRAUD,56C,Fraud/ID Theft,CRIMES AGAINST PROPERTY,1400 BLOCK EDWARDS MILL RD,RALEIGH,RALEIGH,Southwest,2020/03/17 12:52:00+00,2020,3,17,8,Tuesday,35.8019756780001,-78.726760384,RPD,2020/03/18 16:48:53.447+00
-78.719509981,35.848725476,573030,a397e0ce-d793-443a-a056-847d116b45a9,2020/03/19 15:36:44.355+00,RaleighGIS,2020/03/19 15:36:44.355+00,RaleighGIS,P20014722,FRAUD,56C,Fraud/ID Theft,CRIMES AGAINST PROPERTY,5100 BLOCK WAINSCOTT WAY,RALEIGH,RALEIGH,Northwest,2020/03/17 12:56:00+00,2020,3,17,8,Tuesday,35.848725476,-78.719509981,RPD,2020/03/18 16:49:51.630+00
-78.639317147,35.764024616,573071,8fb1fb5b-0c0e-4c0e-baf3-b76423369ab8,2020/03/19 15:36:44.355+00,RaleighGIS,2020/03/19 15:36:44.355+00,RaleighGIS,P20014807,STOLEN PROPERTY,52A,Stolen Property/Possession (w/ Arrest),CRIMES AGAINST PROPERTY,1300 BLOCK S WILMINGTON ST,RALEIGH,RALEIGH,Downtown,2020/03/17 21:56:00+00,2020,3,17,17,Tuesday,35.764024616,-78.639317147,RPD,2020/03/18 12:23:31.763+00
-78.7149269499999,35.856235269,573078,13b0a58f-15f0-4884-ba77-4eff8fdd0fe5,2020/03/19 15:36:44.355+00,RaleighGIS,2020/03/19 15:36:44.355+00,RaleighGIS,P20014826,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,4500 BLOCK TOURNAMENT DR,RALEIGH,RALEIGH,Northwest,2020/03/18 00:11:00+00,2020,3,17,20,Tuesday,35.856235269,-78.7149269499999,RPD,2020/03/18 10:39:09.677+00
,,573083,eb1f47fb-f2fc-441c-9e45-5ba0b329e1cb,2020/03/19 15:36:44.355+00,RaleighGIS,2020/03/19 15:36:44.355+00,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,Downtown,2020/03/17 04:59:00+00,2020,3,17,0,Tuesday,0,0,RPD,2020/03/17 18:24:12.133+00
,,573094,56aff0b2-7db4-4e9f-b35e-d82d6006d20e,2020/03/19 15:36:44.355+00,RaleighGIS,2020/03/19 15:36:44.355+00,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,Southeast,2020/03/17 04:13:00+00,2020,3,17,0,Tuesday,0,0,RPD,2020/03/17 18:24:07.600+00
,,573106,6032f39f-e957-4e51-8691-0a9d0ee4bdf1,2020/03/19 15:36:44.355+00,RaleighGIS,2020/03/19 15:36:44.355+00,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,Southwest,2020/03/17 18:06:00+00,2020,3,17,14,Tuesday,0,0,RPD,2020/03/17 19:24:37.630+00
,,573115,dba7dae0-d656-43c2-8b08-ff3f2e61ab27,2020/03/19 15:36:44.355+00,RaleighGIS,2020/03/19 15:36:44.355+00,RaleighGIS,,MISCELLANEOUS,81E,Miscellaneous/Lost Property,,,,RALEIGH,Southeast,2020/03/17 11:48:00+00,2020,3,17,7,Tuesday,0,0,RPD,2020/03/18 13:51:32.957+00
,,573116,230eb089-3f77-4f75-bc48-6fef1acf13b0,2020/03/18 04:00:45.633+00,RaleighGIS,2020/03/18 04:00:45.633+00,RaleighGIS,,MISCELLANEOUS,81E,Miscellaneous/Lost Property,,,,RALEIGH,Southwest,2020/03/17 11:24:00+00,2020,3,17,7,Tuesday,0,0,RPD,2020/03/17 14:39:07.643+00
,,573178,e5a6eb74-65d4-49ad-9bda-8baa8310c9e4,2020/03/20 04:00:48.512+00,RaleighGIS,2020/03/20 04:00:48.512+00,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,Southwest,2020/03/19 05:31:00+00,2020,3,19,1,Thursday,0,0,RPD,2020/03/19 19:30:47.347+00
,,573179,3e5e974d-c298-42dd-b439-7b5510e0d7e8,2020/03/20 04:00:48.512+00,RaleighGIS,2020/03/20 04:00:48.512+00,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,Southwest,2020/03/19 08:44:00+00,2020,3,19,4,Thursday,0,0,RPD,2020/03/19 19:33:28.833+00
,,573180,5d559d44-581f-478d-93b6-5d84d1974ed2,2020/03/20 04:00:48.512+00,RaleighGIS,2020/03/20 04:00:48.512+00,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,Southwest,2020/03/19 09:49:00+00,2020,3,19,5,Thursday,0,0,RPD,2020/03/19 19:33:29.183+00
,,573181,0d242d38-3b3d-416d-8162-da8d3a969e70,2020/03/20 04:00:48.512+00,RaleighGIS,2020/03/20 04:00:48.512+00,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,Southwest,2020/03/19 11:34:00+00,2020,3,19,7,Thursday,0,0,RPD,2020/03/19 19:33:52.300+00
,,573197,e7f3650c-aad9-4cc5-8105-1ce08bf42ab7,2020/03/20 04:00:48.512+00,RaleighGIS,2020/03/20 04:00:48.512+00,RaleighGIS,,MISCELLANEOUS,81F,Miscellaneous/Mental Commitment,,,,RALEIGH,Northwest,2020/03/19 13:08:00+00,2020,3,19,9,Thursday,0,0,RPD,2020/03/19 19:37:32.723+00
-78.5690585519999,35.7989603030001,573339,dcf163f2-fd16-4e82-9e4c-708662ec5440,2020/03/20 04:00:48.512+00,RaleighGIS,2020/03/20 04:00:48.512+00,RaleighGIS,P20015038,ROBBERY,20B,Robbery/From Person,CRIMES AGAINST PROPERTY,3900 BLOCK NEW BERN AVE,RALEIGH,RALEIGH,Southeast,2020/03/19 04:31:00+00,2020,3,19,0,Thursday,35.7989603030001,-78.5690585519999,RPD,2020/03/19 23:22:09+00
-78.5690585519999,35.7989603030001,573340,c1ab06b7-36c2-4259-9d5b-24beb51cb904,2020/03/20 04:00:48.512+00,RaleighGIS,2020/03/20 04:00:48.512+00,RaleighGIS,P20015038,WEAPONS VIOLATION,51B,Weapons/Illegal Possession of Weapon,CRIMES AGAINST SOCIETY,3900 BLOCK NEW BERN AVE,RALEIGH,RALEIGH,Southeast,2020/03/19 04:31:00+00,2020,3,19,0,Thursday,35.7989603030001,-78.5690585519999,RPD,2020/03/19 23:22:09+00
