OBJECTID;HSISID;NAME;ADDRESS1;ADDRESS2;CITY;STATE;POSTALCODE;PHONENUMBER;RestaurantOpenDate;FACILITYTYPE;PERMITID;X;Y;GEOCODESTATUS;geo_shape;geo_point_2d
1325281;04092017335;NEW CHINA CHEF;1769 W WILLIAMS ST;;APEX;NC;27523-9315;(919) 363-8885;2016-10-03T22:00:00-04:00;Restaurant;10240;-78.87770701;35.75964934;M;"{""type"": ""Point"", ""coordinates"": [-78.87770968857174, 35.759656408423275]}";35.7596564084,-78.8777096886
1325282;04092021003;Food Lion #434 Deli;1338 N MAIN ST;;FUQUAY VARINA;NC;27526-2617;(919) 552-1388;2000-06-30T22:00:00-04:00;Food Stand;10247;-78.77764359;35.59047244;M;"{""type"": ""Point"", ""coordinates"": [-78.77764623082665, 35.590479468887345]}";35.5904794689,-78.7776462308
1325298;04092017879;Hi Poke;9573 Chapel Hill RD;;Morrisville;NC;27560;(919) 650-3398;2018-05-29T22:00:00-04:00;Restaurant;10332;-78.81120699;35.8045716;M;"{""type"": ""Point"", ""coordinates"": [-78.81120965648697, 35.80457867400827]}";35.804578674,-78.8112096565
1325304;04092013959;Milton's Pizza & Pasta;14520 New Falls of Neuse RD;;RALEIGH;NC;27614;(919) 570-9099;2003-12-22T20:00:00-05:00;Restaurant;10387;-78.54213039;35.94426307;M;"{""type"": ""Point"", ""coordinates"": [-78.54213298222943, 35.94427018858902]}";35.9442701886,-78.5421329822
1325309;04092030376;Trash Talk (WCID #315);2835 Milano AVE;;APEX;NC;27502;(919) 337-5137;2018-08-08T22:00:00-04:00;Mobile Food Units;10420;-78.91723328;35.71512113;M;"{""type"": ""Point"", ""coordinates"": [-78.91723597183395, 35.715128183482264]}";35.7151281835,-78.9172359718
1325312;04092021687;PORT CITY JAVA EB2;890  OVAL DR;;RALEIGH;NC;27695;(919) 513-2420;2011-09-12T22:00:00-04:00;Food Stand;10447;-78.67336429;35.77126962;M;"{""type"": ""Point"", ""coordinates"": [-78.673366909936, 35.771276692888755]}";35.7712766929,-78.6733669099
1325315;04092018524;Sonesta Select Raleigh Durham Airport Foodservice;2001 HOSPITALITY CT;;MORRISVILLE;NC;27560-9129;(919) 467-9444;2021-02-04T20:00:00-05:00;Restaurant;10455;-78.81504946;35.85903283;M;"{""type"": ""Point"", ""coordinates"": [-78.81505212857076, 35.85903991974744]}";35.8590399197,-78.8150521286
1325320;04092017532;HOLLY SPRINGS GAS AND GROCERY;300 N MAIN ST;;HOLLY SPRINGS;NC;27540-9195;(919) 762-7449;2017-03-05T20:00:00-05:00;Restaurant;10463;-78.83403944;35.65536219;M;"{""type"": ""Point"", ""coordinates"": [-78.8340420978737, 35.65536923422066]}";35.6553692342,-78.8340420979
1325322;04092160074;TRANSITIONS LIFECARE;200 HOSPICE CIR;;RALEIGH;NC;27607;(919) 828-8514;2009-12-13T20:00:00-05:00;Institutional Food Service;10496;-78.74157814;35.807323769999996;M;"{""type"": ""Point"", ""coordinates"": [-78.7415807773402, 35.80733084743929]}";35.8073308474,-78.7415807773
1325327;04092022019;Harris Teeter #304 Starbucks;4221 Corners PKY;;RALEIGH;NC;27616;(919) 596-5399;2017-07-12T22:00:00-04:00;Food Stand;10534;-78.78791806;35.91890974;M;"{""type"": ""Point"", ""coordinates"": [-78.7879207205135, 35.91891684795912]}";35.918916848,-78.7879207205
1325329;04092015783;JUMBO CHINA RESTUARANT;1518 BROAD ST;;FUQUAY VARINA;NC;27526-8363;(919) 577-7098;2011-08-11T22:00:00-04:00;Restaurant;10495;-78.80361325;35.60361937;T;"{""type"": ""Point"", ""coordinates"": [-78.80361589878036, 35.6036264064098]}";35.6036264064,-78.8036158988
1325330;04092018083;The Blind Pelican;120 Bass Lake RD;;Holly Springs;NC;27540;(984) 225-2471;2019-04-14T22:00:00-04:00;Restaurant;10541;-78.82480349;35.65381034;M;"{""type"": ""Point"", ""coordinates"": [-78.82480615081437, 35.65381738575447]}";35.6538173858,-78.8248061508
1325331;04092017469;TARGET CAFE #2721;3001 MARKET CENTER DR;;MORRISVILLE;NC;27560;(919) 379-2180;2016-12-01T20:00:00-05:00;Restaurant;10544;-78.8158358;35.80562095;M;"{""type"": ""Point"", ""coordinates"": [-78.81583846096181, 35.805628028905716]}";35.8056280289,-78.815838461
1325335;04092030516;Nice Nuff Jamaican Cuisine (WCID #806);2201 S WILMINGTON ST;;RALEIGH;NC;27603-2559;(919) 931-1627;2021-01-20T20:00:00-05:00;Mobile Food Units;10565;-78.63902655;35.752054;M;"{""type"": ""Point"", ""coordinates"": [-78.63902915336328, 35.752061073209084]}";35.7520610732,-78.6390291534
1325336;04092018187;ZAXBY'S;1021 N HARRISON  AVE;;RALEIGH;NC;27513;(919) 481-2070;2019-09-25T22:00:00-04:00;Restaurant;10564;-78.78302072;35.8036362;M;"{""type"": ""Point"", ""coordinates"": [-78.78302337778636, 35.803643275955444]}";35.803643276,-78.7830233778
1325344;04092012231;Knights Play Golf Center;2512 Ten Ten Rd;;APEX;NC;27502;(919) 303-3747;1998-04-26T22:00:00-04:00;Restaurant;10613;-78.81416503;35.71128448;M;"{""type"": ""Point"", ""coordinates"": [-78.81416769057314, 35.7112915367022]}";35.7112915367,-78.8141676906
1325351;04092030423;The Hot Dog Hub (WCID #707);2201 S Wilmington ST;;RALEIGH;NC;27603;(910) 943-7074;2019-05-27T22:00:00-04:00;Mobile Food Units;10658;-78.63902655;35.752054;M;"{""type"": ""Point"", ""coordinates"": [-78.63902915336328, 35.752061073209084]}";35.7520610732,-78.6390291534
1325364;04092017252;WINGS OVER RALEIGH;2900-100 HILLSBOROUGH ST;;RALEIGH;NC;27607;(919) 546-9111;2016-06-28T22:00:00-04:00;Restaurant;10702;-78.67505846;35.78933335;M;"{""type"": ""Point"", ""coordinates"": [-78.6750610757817, 35.78934042978775]}";35.7893404298,-78.6750610758
1325371;04092013636;Armadillo Grill;439 GLENWOOD AVE;;RALEIGH;NC;27603-1219;(919) 546-0555;2002-07-15T22:00:00-04:00;Restaurant;10770;-78.6476584;35.78604393;M;"{""type"": ""Point"", ""coordinates"": [-78.6476610147081, 35.78605101018677]}";35.7860510102,-78.6476610147
1325373;04092016744;McDonald's #5651;8305 Creedmoor  RD;;RALEIGH;NC;27615;(919) 847-8111;2014-08-28T22:00:00-04:00;Restaurant;10774;-78.68140591;35.9003565;M;"{""type"": ""Point"", ""coordinates"": [-78.68140853538037, 35.900363600047505]}";35.9003636,-78.6814085354
1325379;04092017708;Outback #3443;901 Walnut ST;;CARY;NC;27511;(919) 460-1770;2017-10-04T22:00:00-04:00;Restaurant;10806;-78.76561938;35.77485795;M;"{""type"": ""Point"", ""coordinates"": [-78.76562202671086, 35.774865020720235]}";35.7748650207,-78.7656220267
1325381;04092016948;HIBACHI SUSHI;3217 AVENT FERRY RD;;RALEIGH;NC;27606;(919) 233-9119;2015-06-02T22:00:00-04:00;Restaurant;10811;-78.69565606;35.76673883;M;"{""type"": ""Point"", ""coordinates"": [-78.69565868787322, 35.76674590797993]}";35.766745908,-78.6956586879
1325383;04092015821;Lin's Garden;1318 S MAIN ST;Ste. 116;WAKE FOREST;NC;27587;(919) 556-8066;2010-11-15T20:00:00-05:00;Restaurant;10835;-78.51926224;35.96093216;M;"{""type"": ""Point"", ""coordinates"": [-78.5192648207054, 35.96093927994796]}";35.9609392799,-78.5192648207
1325385;04092020845;Papa John's;6470 TRYON RD;;CARY;NC;27511-7050;(919) 851-5656;1998-06-28T22:00:00-04:00;Food Stand;10839;-78.76135099999999;35.74432985;M;"{""type"": ""Point"", ""coordinates"": [-78.76135364589743, 35.74433691504293]}";35.744336915,-78.7613536459
1325390;04092018362;Serasana;116 BASS LAKE RD;;HOLLY SPRINGS;NC;27540;(919) 762-7473;2020-05-05T22:00:00-04:00;Restaurant;10864;-78.82480349;35.65381034;M;"{""type"": ""Point"", ""coordinates"": [-78.82480615081437, 35.65381738575447]}";35.6538173858,-78.8248061508
1325403;04092110131;Holly Ridge Elementary Cafeteria;900 HOLLY SPRINGS RD;;HOLLY SPRINGS;NC;27540-7370;(919) 577-1300 ext. 23118;2002-07-16T22:00:00-04:00;Public School Lunchrooms;10930;-78.81529539;35.65412904;M;"{""type"": ""Point"", ""coordinates"": [-78.81529804490374, 35.6541360840271]}";35.654136084,-78.8152980449
1325405;04092013798;Chili's Grill and Bar #867;115 Carillon Dr;;GARNER;NC;27529;(919) 771-1700;2003-04-15T22:00:00-04:00;Restaurant;10944;-78.58321782;35.6933369;M;"{""type"": ""Point"", ""coordinates"": [-78.58322040671717, 35.69334396353902]}";35.6933439635,-78.5832204067
1325412;04092017342;BURGER KING #1093;3000 Capital BLVD;;RALEIGH;NC;27604-3334;(919) 872-2070;2016-10-17T22:00:00-04:00;Restaurant;10961;-78.59202903;35.82022527;M;"{""type"": ""Point"", ""coordinates"": [-78.59203163095665, 35.82023236363664]}";35.8202323636,-78.592031631
1325417;04092017838;Raleigh Crab House;4538 Capital BLVD;;RALEIGH;NC;27604;(919) 322-0304;2018-04-10T22:00:00-04:00;Restaurant;10985;-78.57896604;35.84571366;M;"{""type"": ""Point"", ""coordinates"": [-78.57896863063159, 35.84572075719369]}";35.8457207572,-78.5789686306
1325418;04092017597;MARIO DELI & GRILL;2317 EAGLE ROCK RD;;WENDELL;NC;27591;(919) 374-7446;2017-05-09T22:00:00-04:00;Restaurant;10989;-78.38972318;35.75231212;M;"{""type"": ""Point"", ""coordinates"": [-78.38972571311307, 35.75231920382075]}";35.7523192038,-78.3897257131
1325421;04092030449;Crazy Guys Grill (WCID #634);903 N SMITHFIELD RD;;KNIGHTDALE;NC;27545-7719;(984) 294-6563;2019-11-05T20:00:00-05:00;Mobile Food Units;11008;-78.48796476;35.79576936;M;"{""type"": ""Point"", ""coordinates"": [-78.48796732619192, 35.79577644665038]}";35.7957764467,-78.4879673262
1325422;04092016144;PANERA BREAD #1648;6123 CAPITAL BLVD;;RALEIGH;NC;27616;(919) 865-1965;2012-03-27T22:00:00-04:00;Restaurant;11014;-78.58309511;35.86882022;M;"{""type"": ""Point"", ""coordinates"": [-78.58309770980497, 35.86882731761071]}";35.8688273176,-78.5830977098
1325425;04092021922;PAPA MURPHY'S #NC055;1420 N MAIN ST;;FUQUAY-VARINA;NC;27526;(919) 762-7433;2015-12-17T20:00:00-05:00;Food Stand;11023;-78.77067049;35.59261337;M;"{""type"": ""Point"", ""coordinates"": [-78.77067312649444, 35.59262040868127]}";35.5926204087,-78.7706731265
1325430;04092017270;WENDY'S #6332;1150 EDWARDS MILL RD;;RALEIGH;NC;27607-3876;(919) 854-4491;2016-08-24T22:00:00-04:00;Restaurant;11070;-78.72658903;35.79833812;M;"{""type"": ""Point"", ""coordinates"": [-78.7265916641323, 35.79834520363222]}";35.7983452036,-78.7265916641
1325431;04092013867;Chili's Grill And Bar #953;8341 Brier Creek Pky;;RALEIGH;NC;27617;(919) 405-7100;2003-07-24T22:00:00-04:00;Restaurant;11077;-78.78491152;35.90773733;M;"{""type"": ""Point"", ""coordinates"": [-78.78491418274062, 35.907744434439266]}";35.9077444344,-78.7849141827
1325432;04092018458;DUNKIN BASKIN ROBBINS HWY 55 CARY;2740 NC HWY 55;STE 100;CARY;NC;27519;(919) 303-4334;2020-10-05T22:00:00-04:00;Restaurant;11027;-78.87101554;35.78562539;M;"{""type"": ""Point"", ""coordinates"": [-78.87101822033088, 35.78563246465142]}";35.7856324647,-78.8710182203
1325433;04092110136;Fuquay Varina Middle Sch. Cafet.;109 N Ennis St;;FUQUAY VARINA;NC;27526;(919) 557-2727 ext. 24113;1986-04-29T22:00:00-04:00;Public School Lunchrooms;11081;-78.79386952;35.58581803;M;"{""type"": ""Point"", ""coordinates"": [-78.79387216344207, 35.5858250601107]}";35.5858250601,-78.7938721634
1325438;04092017143;JUBALA COFFEE;2100-100 HILLSBOROUGH ST;;RALEIGH;NC;27607;(919) 792-1767;2016-01-27T20:00:00-05:00;Restaurant;11114;-78.6631086;35.78642353;M;"{""type"": ""Point"", ""coordinates"": [-78.66311121214149, 35.78643060815369]}";35.7864306082,-78.6631112121
1325440;04092014713;J. Betski's;10 W Franklin ST;;RALEIGH;NC;27604;(919) 833-7999;2006-11-02T20:00:00-05:00;Restaurant;11139;-78.64017516;35.78944175;M;"{""type"": ""Point"", ""coordinates"": [-78.6401777736421, 35.789448834513294]}";35.7894488345,-78.6401777736
1325444;04092030384;Big T's Tacos  (WCID #661);301  N Harrison AVE;11:00 am to 8:00 pm;Cary;NC;27513;(919) 451-7219;2018-12-12T20:00:00-05:00;Mobile Food Units;11144;-78.78388657;35.78872873;M;"{""type"": ""Point"", ""coordinates"": [-78.78388921889847, 35.788735805210834]}";35.7887358052,-78.7838892189
1325448;04092015079;Subway #41914;841 E Gannon AVE;;ZEBULON;NC;27597;(919) 269-2699;2008-02-28T20:00:00-05:00;Restaurant;11169;-78.29634697;35.83128525;M;"{""type"": ""Point"", ""coordinates"": [-78.2963494777843, 35.83129235602827]}";35.831292356,-78.2963494778
1325458;04092015284;FIREHOUSE SUBS #122;260 GRANDE HEIGHTS DR;;CARY;NC;27513;(919) 468-1822;2008-11-05T20:00:00-05:00;Restaurant;11227;-78.7805746;35.804702999999996;M;"{""type"": ""Point"", ""coordinates"": [-78.78057725465466, 35.80471008006374]}";35.8047100801,-78.7805772547
1325462;04092016163;FLYING BURRITO;4800 GROVE BARTON RD;;RALEIGH;NC;27613;(919) 785-2734;2012-04-17T22:00:00-04:00;Restaurant;11238;-78.71583123;35.87110639;M;"{""type"": ""Point"", ""coordinates"": [-78.71583386571115, 35.871113484643956]}";35.8711134846,-78.7158338657
1325469;04092014155;Subway #30454;7850-100 Alexander Promenade PL;;RALEIGH;NC;27617;(919) 608-0919;2004-10-11T22:00:00-04:00;Restaurant;11288;-78.7803264;35.91259169;M;"{""type"": ""Point"", ""coordinates"": [-78.78032906110829, 35.912598793765575]}";35.9125987938,-78.7803290611
1325470;04092017162;JIMMY JOHN'S #3436;2012 BOULDERSTONE WAY;;CARY;NC;27519;(919) 461-0171;2016-02-22T20:00:00-05:00;Restaurant;11312;-78.84859346;35.79156535;M;"{""type"": ""Point"", ""coordinates"": [-78.84859612958986, 35.7915724287559]}";35.7915724288,-78.8485961296
1325473;04092017953;Matsu Hibachi & Sushi;4551 New Bern  Ave, Ste 130;;RALEIGH;NC;27610;(919) 212-6666;2018-10-03T22:00:00-04:00;Restaurant;11330;-78.55807015;35.79980588;M;"{""type"": ""Point"", ""coordinates"": [-78.55807273239631, 35.79981296162837]}";35.7998129616,-78.5580727324
1325474;04092021985;DOMINO'S #5500;3677  NEW BERN AVE;;RALEIGH;NC;27610;(919) 231-6007;2016-11-06T20:00:00-05:00;Food Stand;11331;-78.57923704;35.79885313;M;"{""type"": ""Point"", ""coordinates"": [-78.57923962987108, 35.79886021845661]}";35.7988602185,-78.5792396299
1325476;04092021193;Harris Teeter #112 Meat Market/Seafood;270 Grande Heights Dr;;CARY;NC;27513;(919) 460-4326;2003-06-23T22:00:00-04:00;Food Stand;11349;-78.7805746;35.804702999999996;M;"{""type"": ""Point"", ""coordinates"": [-78.78057725465466, 35.80471008006374]}";35.8047100801,-78.7805772547
1325477;04092018223;Jumbo China;404-183 E SIX FORKS RD;;RALEIGH;NC;27609;(919) 546-8858;2019-11-06T20:00:00-05:00;Restaurant;11322;-78.62593575;35.82034681;M;"{""type"": ""Point"", ""coordinates"": [-78.6259383539571, 35.82035389419428]}";35.8203538942,-78.625938354
1325485;04092014398;Skipper's Fish Fry and Market;1001 E Williams ST;;APEX;NC;27502;(919) 303-2400;2005-09-29T22:00:00-04:00;Restaurant;11373;-78.84350423;35.7211123;M;"{""type"": ""Point"", ""coordinates"": [-78.84350689761298, 35.721119363184904]}";35.7211193632,-78.8435068976
1325489;04092021217;Cook Out # 24;3222 S Wilmington St;;RALEIGH;NC;27603;(919) 661-5811;2003-09-08T22:00:00-04:00;Food Stand;11400;-78.65069831;35.73659057;M;"{""type"": ""Point"", ""coordinates"": [-78.65070091745235, 35.736597641650725]}";35.7365976417,-78.6507009175
1325494;04092015436;KFC/TACO BELL #118;7108  GB ALFORD HWY;;HOLLY SPRINGS;NC;27540;(919) 557-3801;2009-07-16T22:00:00-04:00;Restaurant;11420;-78.83081066;35.63579705;M;"{""type"": ""Point"", ""coordinates"": [-78.83081331490088, 35.63580408662196]}";35.6358040866,-78.8308133149
1325495;04092015047;La Cocina;100 Macgregor Pines DR;;CARY;NC;27511;(919) 467-0780;2008-01-15T20:00:00-05:00;Restaurant;11424;-78.8200282;35.74468402;M;"{""type"": ""Point"", ""coordinates"": [-78.82003085812114, 35.74469108670378]}";35.7446910867,-78.8200308581
1325498;04092016902;BRAVOS PIZZERIA;9 N MAIN ST;;WENDELL;NC;27591;(919) 365-6065;2015-03-17T21:00:00-04:00;Restaurant;11431;-78.37020737;35.78129601;M;"{""type"": ""Point"", ""coordinates"": [-78.37020989489612, 35.78130310300352]}";35.781303103,-78.3702098949
1325505;04092018132;Burger Fi;2001 WALNUT ST;101;CARY;NC;27518-9205;(919) 900-8959;2019-07-07T22:00:00-04:00;Restaurant;11465;-78.74142861;35.75880896;M;"{""type"": ""Point"", ""coordinates"": [-78.7414312468569, 35.758816034559985]}";35.7588160346,-78.7414312469
1325509;04092021108;Lowes Foods #184 Meat/Seafood;5400 Apex Peakway;;APEX;NC;27502;(919) 363-5376;2002-01-07T20:00:00-05:00;Food Stand;11488;-78.86537597;35.73683859;M;"{""type"": ""Point"", ""coordinates"": [-78.86537864055707, 35.7368456464709]}";35.7368456465,-78.8653786406
1325510;04092021235;Sam's Club #8223 Deli/Rotiserrie;2537 S Saunders St;;RALEIGH;NC;27603;(919) 839-1700;2003-10-26T20:00:00-05:00;Food Stand;11499;-78.64662127;35.75036941;M;"{""type"": ""Point"", ""coordinates"": [-78.64662387753535, 35.75037647913714]}";35.7503764791,-78.6466238775
1325523;04092016290;MCDONALDS #15717;4121 BLUE RIDGE RD;;RALEIGH;NC;27612-4633;(919) 510-5255;2012-11-15T20:00:00-05:00;Restaurant;11603;-78.67601914;35.83629576;M;"{""type"": ""Point"", ""coordinates"": [-78.6760217656327, 35.83630285379068]}";35.8363028538,-78.6760217656
1325525;04092016908;COURTHOUSE DELI;316 FAYETTEVILLE ST.;;RALEIGH;NC;27601;;2015-04-19T22:00:00-04:00;Restaurant;11609;-78.63982973;35.7762647;M;"{""type"": ""Point"", ""coordinates"": [-78.6398323427721, 35.77627177832015]}";35.7762717783,-78.6398323428
1325535;04092013504;Serendipity Gourmet Deli;118 S ACADEMY ST;;CARY;NC;27511-3302;(919) 469-1655;2002-01-23T20:00:00-05:00;Restaurant;11649;-78.78150853;35.78674767;M;"{""type"": ""Point"", ""coordinates"": [-78.78151118668353, 35.78675474527309]}";35.7867547453,-78.7815111867
1325540;04092015661;FarmTable & Gatehouse Tavern;960 GATEWAY COMMONS CIR;;WAKE FOREST;NC;27587;(919) 569-6714;2010-06-13T22:00:00-04:00;Restaurant;11695;-78.4951784;35.96732914;M;"{""type"": ""Point"", ""coordinates"": [-78.4951809761545, 35.96733626515081]}";35.9673362652,-78.4951809762
1325541;04092016061;MCDONALD'S # 16326;2900 WENDELL BLVD;;WENDELL;NC;27591;(919) 365-3625;2011-12-08T20:00:00-05:00;Restaurant;11700;-78.37967246;35.792299560000004;M;"{""type"": ""Point"", ""coordinates"": [-78.3796749866731, 35.79230664810494]}";35.7923066481,-78.3796749867
1325546;04092016037;Lepakshi;10970 CHAPEL HILL RD;"STE 108 &amp; 110";MORRISVILLE;NC;27560;(919) 481-0910;2011-10-26T22:00:00-04:00;Restaurant;11744;-78.84057157;35.85637651;M;"{""type"": ""Point"", ""coordinates"": [-78.84057424104202, 35.85638359399473]}";35.856383594,-78.840574241
1325547;04092016844;DUCK DONUTS;100 WRENN DR;STE #101;CARY;NC;27511;(919) 468-8722;2014-12-16T20:00:00-05:00;Restaurant;11746;-78.78400849;35.76514973;M;"{""type"": ""Point"", ""coordinates"": [-78.78401113770141, 35.765156797514]}";35.7651567975,-78.7840111377
1325549;04092016496;BANANA LEAF;1026  RYAN RD;;CARY;NC;27511;(919) 468-9958;2013-09-19T22:00:00-04:00;Restaurant;11757;-78.76677132;35.77674815;M;"{""type"": ""Point"", ""coordinates"": [-78.76677396674955, 35.77675522268456]}";35.7767552227,-78.7667739667
1325554;04092030431;Green Bubbles (WCID #717);1195 W CHATHAM ST;;CARY;NC;27513-5257;(919) 525-0585;2019-07-28T22:00:00-04:00;Mobile Food Units;11789;-78.80690314;35.77079471;M;"{""type"": ""Point"", ""coordinates"": [-78.80690579838877, 35.77080177802417]}";35.770801778,-78.8069057984
1325557;04092015649;CAPITAL CLUB 16 RESTAURANT & BAR;16 W MARTIN  ST;STE 105;RALEIGH;NC;27601;(919) 747-9345;2010-06-09T22:00:00-04:00;Restaurant;11822;-78.64002343;35.77714251;M;"{""type"": ""Point"", ""coordinates"": [-78.64002603885334, 35.777149590387125]}";35.7771495904,-78.6400260389
1325564;04092030452;Empanadas RD (WCID #749);2201 S Wilmington ST;;RALEIGH;NC;27603;(336) 343-2272;2019-11-25T20:00:00-05:00;Mobile Food Units;11864;-78.63902655;35.752054;M;"{""type"": ""Point"", ""coordinates"": [-78.63902915336328, 35.752061073209084]}";35.7520610732,-78.6390291534
1325570;04092021549;HARRIS TEETER #257 MEAT/SEAFOOD;2080 KILDAIRE FARM RD;;CARY;NC;27511;(919) 233-9483;2008-09-18T22:00:00-04:00;Food Stand;11911;-78.78068706;35.73567462;M;"{""type"": ""Point"", ""coordinates"": [-78.78068971269082, 35.73568168081286]}";35.7356816808,-78.7806897127
1325573;04092160057;MORNINGSIDE ASSISTED LIVING KITCHEN;801 DIXIE TRL;;RALEIGH;NC;27607;(919) 828-5557;2006-08-15T22:00:00-04:00;Institutional Food Service;11932;-78.67718508;35.80049393;M;"{""type"": ""Point"", ""coordinates"": [-78.6771876985033, 35.800501010773814]}";35.8005010108,-78.6771876985
1325577;04092015748;SUSHI IWA APEX;2026 CREEKSIDE LANDING DR;;APEX;NC;27502;(919) 387-7022;2011-06-14T22:00:00-04:00;Restaurant;11947;-78.88323254;35.74554013;M;"{""type"": ""Point"", ""coordinates"": [-78.88323521719396, 35.7455471970616]}";35.7455471971,-78.8832352172
1325584;04092160068;FALLS RIVER COURT (FOOD SERVICE);1130 FALLS RIVER  AVE;;RALEIGH;NC;27614;(919) 844-2499;2009-01-28T20:00:00-05:00;Institutional Food Service;11991;-78.58705624;35.90683193;M;"{""type"": ""Point"", ""coordinates"": [-78.587058844539, 35.906839041620145]}";35.9068390416,-78.5870588445
1325589;04092018036;Jumbo China;1625-101 RONALD DR;;RALEIGH;NC;27609;(919) 878-9877;2019-01-26T20:00:00-05:00;Restaurant;11997;-78.6079213;35.83826504;M;"{""type"": ""Point"", ""coordinates"": [-78.60792390069527, 35.838272134163]}";35.8382721342,-78.6079239007
1325590;04092017149;AJ'S FOOD MART;6204 TEN TEN RD;;APEX;NC;27502;(919) 779-3900;2016-02-17T20:00:00-05:00;Restaurant;11999;-78.73671669;35.67669886;M;"{""type"": ""Point"", ""coordinates"": [-78.73671932782533, 35.676705911070236]}";35.6767059111,-78.7367193278
